"date","Area","sector","type","value","concept"
2001-12-31,"Upper Hutt City","All sectors","mean_rent",175.220640569395,"Start date, Flow"
2001-12-31,"Selwyn District","All sectors","mean_rent",200.462962962963,"Start date, Flow"
2001-12-31,"Central Hawkes Bay District","All sectors","mean_rent",125.177570093458,"Start date, Flow"
2001-12-31,"Kapiti Coast District","All sectors","mean_rent",198.741645244216,"Start date, Flow"
2001-12-31,"Timaru District","All sectors","mean_rent",117.326923076923,"Start date, Flow"
2001-12-31,"Tasman District","All sectors","mean_rent",174.658883248731,"Start date, Flow"
2001-12-31,"Manawatu District","All sectors","mean_rent",145.426035502959,"Start date, Flow"
2001-12-31,"Rangitikei District","All sectors","mean_rent",106.525675675676,"Start date, Flow"
2001-12-31,"Hastings District","All sectors","mean_rent",154.577079796265,"Start date, Flow"
2001-12-31,"Ruapehu District","All sectors","mean_rent",103.293406593407,"Start date, Flow"
2001-12-31,"Wairoa District","All sectors","mean_rent",100.029166666667,"Start date, Flow"
2001-12-31,"MacKenzie District","All sectors","mean_rent",102,"Start date, Flow"
2001-12-31,"Marlborough District","All sectors","mean_rent",154.025139664804,"Start date, Flow"
2001-12-31,"Buller District","All sectors","mean_rent",91.65,"Start date, Flow"
2001-12-31,"Waipa District","All sectors","mean_rent",165.544966216216,"Start date, Flow"
2001-12-31,"Matamata Piako District","All sectors","mean_rent",139.940251572327,"Start date, Flow"
2001-12-31,"Masterton District","All sectors","mean_rent",133.990384615385,"Start date, Flow"
2001-12-31,"Hurunui District","All sectors","mean_rent",134.448275862069,"Start date, Flow"
2001-12-31,"Stratford District","All sectors","mean_rent",108.438596491228,"Start date, Flow"
2001-12-31,"Opotiki District","All sectors","mean_rent",128.777777777778,"Start date, Flow"
2001-12-31,"South Wairarapa District","All sectors","mean_rent",133.125,"Start date, Flow"
2001-12-31,"Tararua District","All sectors","mean_rent",110.121739130435,"Start date, Flow"
2001-12-31,"Gore District","All sectors","mean_rent",94.72078125,"Start date, Flow"
2001-12-31,"Otorohanga District","All sectors","mean_rent",113.679411764706,"Start date, Flow"
2001-12-31,"Kaikoura District","All sectors","mean_rent",153.714285714286,"Start date, Flow"
2001-12-31,"Westland District","All sectors","mean_rent",92.4592592592593,"Start date, Flow"
2001-12-31,"Waimate District","All sectors","mean_rent",100.6,"Start date, Flow"
2002-03-31,"Dunedin City","All sectors","mean_rent",205.566518054532,"Start date, Flow"
2002-03-31,"Hamilton City","All sectors","mean_rent",186.952516958229,"Start date, Flow"
2002-03-31,"Christchurch City","All sectors","mean_rent",195.699088403229,"Start date, Flow"
2002-03-31,"Chatham Islands","All sectors","mean_rent",277.990539844015,"Start date, Flow"
2002-03-31,"Tasman District","All sectors","mean_rent",184.298755186722,"Start date, Flow"
2002-03-31,"Gore District","All sectors","mean_rent",103.104545454545,"Start date, Flow"
2002-03-31,"Palmerston North City","All sectors","mean_rent",174.284971711457,"Start date, Flow"
2002-03-31,"Masterton District","All sectors","mean_rent",134.376623376623,"Start date, Flow"
2002-03-31,"Thames Coromandel District","All sectors","mean_rent",153.790888888889,"Start date, Flow"
2002-03-31,"Westland District","All sectors","mean_rent",127.146666666667,"Start date, Flow"
2002-03-31,"Wellington City","All sectors","mean_rent",271.08192288049,"Start date, Flow"
2002-03-31,"Whangarei District","All sectors","mean_rent",159.687559808612,"Start date, Flow"
2002-03-31,"Invercargill City","All sectors","mean_rent",122.614035087719,"Start date, Flow"
2002-03-31,"Nelson City","All sectors","mean_rent",193.033625730994,"Start date, Flow"
2002-03-31,"Tauranga City","All sectors","mean_rent",195.349343122102,"Start date, Flow"
2002-03-31,"Horowhenua District","All sectors","mean_rent",136.15234375,"Start date, Flow"
2002-03-31,"Hutt City","All sectors","mean_rent",191.17974335472,"Start date, Flow"
2002-03-31,"Manawatu District","All sectors","mean_rent",147.675977653631,"Start date, Flow"
2002-03-31,"Porirua City","All sectors","mean_rent",179.655172413793,"Start date, Flow"
2002-03-31,"Napier City","All sectors","mean_rent",170.533620689655,"Start date, Flow"
2002-03-31,"Waipa District","All sectors","mean_rent",171.928083989501,"Start date, Flow"
2002-03-31,"Ruapehu District","All sectors","mean_rent",108.060869565217,"Start date, Flow"
2002-03-31,"Matamata Piako District","All sectors","mean_rent",143.570046082949,"Start date, Flow"
2002-03-31,"Selwyn District","All sectors","mean_rent",200.088235294118,"Start date, Flow"
2002-03-31,"Taupo District","All sectors","mean_rent",171.694489795918,"Start date, Flow"
2002-03-31,"Waimakariri District","All sectors","mean_rent",175.512682926829,"Start date, Flow"
2002-03-31,"Queenstown Lakes District","All sectors","mean_rent",250.927333333333,"Start date, Flow"
2002-03-31,"Rotorua District","All sectors","mean_rent",162.181167400881,"Start date, Flow"
2002-03-31,"Whanganui District","All sectors","mean_rent",120.011061946903,"Start date, Flow"
2002-03-31,"South Wairarapa District","All sectors","mean_rent",138.076923076923,"Start date, Flow"
2002-03-31,"Clutha District","All sectors","mean_rent",100.062878787879,"Start date, Flow"
2002-03-31,"Western Bay of Plenty District","All sectors","mean_rent",173.868230769231,"Start date, Flow"
2002-03-31,"Whakatane District","All sectors","mean_rent",159.903903225806,"Start date, Flow"
2002-03-31,"Otorohanga District","All sectors","mean_rent",134.329310344828,"Start date, Flow"
2002-03-31,"Hastings District","All sectors","mean_rent",159.563734290844,"Start date, Flow"
2002-03-31,"Kapiti Coast District","All sectors","mean_rent",205.344036697248,"Start date, Flow"
2002-03-31,"Marlborough District","All sectors","mean_rent",160.902668329177,"Start date, Flow"
2002-03-31,"Stratford District","All sectors","mean_rent",102.715789473684,"Start date, Flow"
2002-03-31,"Timaru District","All sectors","mean_rent",121.029337539432,"Start date, Flow"
2002-03-31,"South Waikato District","All sectors","mean_rent",113.100657894737,"Start date, Flow"
2002-03-31,"Ashburton District","All sectors","mean_rent",119.424,"Start date, Flow"
2002-03-31,"Waitaki District","All sectors","mean_rent",114.498734177215,"Start date, Flow"
2002-03-31,"Gisborne District","All sectors","mean_rent",135.436191536748,"Start date, Flow"
2002-03-31,"Upper Hutt City","All sectors","mean_rent",176.814474393531,"Start date, Flow"
2002-03-31,"New Plymouth District","All sectors","mean_rent",153.35126227209,"Start date, Flow"
2002-03-31,"Waikato District","All sectors","mean_rent",143.679644268775,"Start date, Flow"
2002-03-31,"South Taranaki District","All sectors","mean_rent",123.27868852459,"Start date, Flow"
2002-03-31,"Buller District","All sectors","mean_rent",90.9096774193548,"Start date, Flow"
2002-03-31,"Hurunui District","All sectors","mean_rent",120.687209302326,"Start date, Flow"
2002-03-31,"Hauraki District","All sectors","mean_rent",136.388333333333,"Start date, Flow"
2002-03-31,"Central Otago District","All sectors","mean_rent",137.370089285714,"Start date, Flow"
2002-03-31,"Waitomo District","All sectors","mean_rent",114.892307692308,"Start date, Flow"
2002-03-31,"Tararua District","All sectors","mean_rent",109.995867768595,"Start date, Flow"
2002-03-31,"Southland District","All sectors","mean_rent",102.556896551724,"Start date, Flow"
2002-03-31,"Grey District","All sectors","mean_rent",118.544727272727,"Start date, Flow"
2002-03-31,"Wairoa District","All sectors","mean_rent",97.5925,"Start date, Flow"
2002-03-31,"Kaipara District","All sectors","mean_rent",128.831547619048,"Start date, Flow"
2002-03-31,"Rangitikei District","All sectors","mean_rent",108.648529411765,"Start date, Flow"
2002-03-31,"Central Hawkes Bay District","All sectors","mean_rent",131.338947368421,"Start date, Flow"
2002-03-31,"Far North District","All sectors","mean_rent",147.157892030848,"Start date, Flow"
2002-03-31,"Opotiki District","All sectors","mean_rent",119.914285714286,"Start date, Flow"
2002-03-31,"Waimate District","All sectors","mean_rent",97.9090909090909,"Start date, Flow"
2002-03-31,"MacKenzie District","All sectors","mean_rent",81.85625,"Start date, Flow"
2002-03-31,"Kaikoura District","All sectors","mean_rent",132.045,"Start date, Flow"
2002-03-31,"Carterton District","All sectors","mean_rent",131.294680851064,"Start date, Flow"
2002-03-31,"Kawerau District","All sectors","mean_rent",119.469090909091,"Start date, Flow"
2002-06-30,"Masterton District","All sectors","mean_rent",138.455882352941,"Start date, Flow"
2002-06-30,"Wellington City","All sectors","mean_rent",269.469272140552,"Start date, Flow"
2002-06-30,"Christchurch City","All sectors","mean_rent",194.096481051817,"Start date, Flow"
2002-06-30,"Chatham Islands","All sectors","mean_rent",285.877129742033,"Start date, Flow"
2002-06-30,"New Plymouth District","All sectors","mean_rent",153.546286594761,"Start date, Flow"
2002-06-30,"Porirua City","All sectors","mean_rent",182.639851485149,"Start date, Flow"
2002-06-30,"Timaru District","All sectors","mean_rent",123.255755395683,"Start date, Flow"
2002-06-30,"Whakatane District","All sectors","mean_rent",161.745276872964,"Start date, Flow"
2002-06-30,"Dunedin City","All sectors","mean_rent",146.274052812859,"Start date, Flow"
2002-06-30,"Palmerston North City","All sectors","mean_rent",166.976216814159,"Start date, Flow"
2002-06-30,"Hutt City","All sectors","mean_rent",189.383326978074,"Start date, Flow"
2002-06-30,"Queenstown Lakes District","All sectors","mean_rent",255.213787085515,"Start date, Flow"
2002-06-30,"Western Bay of Plenty District","All sectors","mean_rent",185.027982832618,"Start date, Flow"
2002-06-30,"Waimakariri District","All sectors","mean_rent",184.462555066079,"Start date, Flow"
2002-06-30,"Tauranga City","All sectors","mean_rent",199.642132587859,"Start date, Flow"
2002-06-30,"Hamilton City","All sectors","mean_rent",187.203991705547,"Start date, Flow"
2002-06-30,"Rotorua District","All sectors","mean_rent",164.16429280397,"Start date, Flow"
2002-06-30,"Tasman District","All sectors","mean_rent",193.091079812207,"Start date, Flow"
2002-06-30,"South Wairarapa District","All sectors","mean_rent",141.340540540541,"Start date, Flow"
2002-06-30,"Waitaki District","All sectors","mean_rent",108.512328767123,"Start date, Flow"
2002-06-30,"Horowhenua District","All sectors","mean_rent",137.410560344828,"Start date, Flow"
2002-06-30,"Clutha District","All sectors","mean_rent",101.180434782609,"Start date, Flow"
2002-06-30,"Nelson City","All sectors","mean_rent",201.536101083032,"Start date, Flow"
2002-06-30,"Thames Coromandel District","All sectors","mean_rent",156.989387755102,"Start date, Flow"
2002-06-30,"Napier City","All sectors","mean_rent",171.007295373665,"Start date, Flow"
2002-06-30,"Whanganui District","All sectors","mean_rent",120.603981042654,"Start date, Flow"
2002-06-30,"Invercargill City","All sectors","mean_rent",134.042826552463,"Start date, Flow"
2002-06-30,"Southland District","All sectors","mean_rent",118.533018867925,"Start date, Flow"
2002-06-30,"Whangarei District","All sectors","mean_rent",161.50960982659,"Start date, Flow"
2002-06-30,"South Waikato District","All sectors","mean_rent",116.026282051282,"Start date, Flow"
2002-06-30,"Westland District","All sectors","mean_rent",146.467692307692,"Start date, Flow"
2002-06-30,"Gisborne District","All sectors","mean_rent",129.735318066158,"Start date, Flow"
2002-06-30,"Marlborough District","All sectors","mean_rent",164.625336927224,"Start date, Flow"
2002-06-30,"Central Otago District","All sectors","mean_rent",141.910869565217,"Start date, Flow"
2002-06-30,"Buller District","All sectors","mean_rent",106.761044776119,"Start date, Flow"
2002-06-30,"Hauraki District","All sectors","mean_rent",139.996261682243,"Start date, Flow"
2002-06-30,"Rangitikei District","All sectors","mean_rent",110.215217391304,"Start date, Flow"
2002-06-30,"South Taranaki District","All sectors","mean_rent",125.381111111111,"Start date, Flow"
2002-06-30,"Gore District","All sectors","mean_rent",106.788028169014,"Start date, Flow"
2002-06-30,"Kapiti Coast District","All sectors","mean_rent",201.507575757576,"Start date, Flow"
2002-06-30,"Hastings District","All sectors","mean_rent",162.861273666093,"Start date, Flow"
2002-06-30,"Waikato District","All sectors","mean_rent",146.157906976744,"Start date, Flow"
2002-06-30,"Upper Hutt City","All sectors","mean_rent",173.701219512195,"Start date, Flow"
2002-06-30,"Taupo District","All sectors","mean_rent",179.595108695652,"Start date, Flow"
2002-06-30,"Far North District","All sectors","mean_rent",149.089034653465,"Start date, Flow"
2002-06-30,"Tararua District","All sectors","mean_rent",115.768421052632,"Start date, Flow"
2002-06-30,"Waipa District","All sectors","mean_rent",173.006172839506,"Start date, Flow"
2002-06-30,"Carterton District","All sectors","mean_rent",133.918918918919,"Start date, Flow"
2002-06-30,"Manawatu District","All sectors","mean_rent",146.698275862069,"Start date, Flow"
2002-06-30,"Ruapehu District","All sectors","mean_rent",128.408333333333,"Start date, Flow"
2002-06-30,"Kawerau District","All sectors","mean_rent",115.555555555556,"Start date, Flow"
2002-06-30,"Kaipara District","All sectors","mean_rent",138.258,"Start date, Flow"
2002-06-30,"Central Hawkes Bay District","All sectors","mean_rent",131.573636363636,"Start date, Flow"
2002-06-30,"MacKenzie District","All sectors","mean_rent",100.865625,"Start date, Flow"
2002-06-30,"Grey District","All sectors","mean_rent",125.416818181818,"Start date, Flow"
2002-06-30,"Waitomo District","All sectors","mean_rent",114.02,"Start date, Flow"
2002-06-30,"Wairoa District","All sectors","mean_rent",107.656944444444,"Start date, Flow"
2002-06-30,"Stratford District","All sectors","mean_rent",104.525641025641,"Start date, Flow"
2002-06-30,"Opotiki District","All sectors","mean_rent",126.065573770492,"Start date, Flow"
2002-06-30,"Selwyn District","All sectors","mean_rent",204.626865671642,"Start date, Flow"
2002-06-30,"Ashburton District","All sectors","mean_rent",144.76,"Start date, Flow"
2002-06-30,"Matamata Piako District","All sectors","mean_rent",143.799537037037,"Start date, Flow"
2002-06-30,"Kaikoura District","All sectors","mean_rent",137.094117647059,"Start date, Flow"
2002-06-30,"Hurunui District","All sectors","mean_rent",135.660606060606,"Start date, Flow"
2002-06-30,"Otorohanga District","All sectors","mean_rent",126.265517241379,"Start date, Flow"
2002-06-30,"Waimate District","All sectors","mean_rent",94.1111111111111,"Start date, Flow"
2002-09-30,"Wellington City","All sectors","mean_rent",270.63670413343,"Start date, Flow"
2002-09-30,"Dunedin City","All sectors","mean_rent",156.983532440783,"Start date, Flow"
2002-09-30,"Queenstown Lakes District","All sectors","mean_rent",277.578448275862,"Start date, Flow"
2002-09-30,"Chatham Islands","All sectors","mean_rent",294.735365629312,"Start date, Flow"
2002-09-30,"Hamilton City","All sectors","mean_rent",191.399581589958,"Start date, Flow"
2002-09-30,"Tasman District","All sectors","mean_rent",191.056910569106,"Start date, Flow"
2002-09-30,"Christchurch City","All sectors","mean_rent",193.132498101746,"Start date, Flow"
2002-09-30,"Kapiti Coast District","All sectors","mean_rent",199.370967741935,"Start date, Flow"
2002-09-30,"Nelson City","All sectors","mean_rent",203.095948827292,"Start date, Flow"
2002-09-30,"Western Bay of Plenty District","All sectors","mean_rent",183.604897959184,"Start date, Flow"
2002-09-30,"South Wairarapa District","All sectors","mean_rent",144.682051282051,"Start date, Flow"
2002-09-30,"Timaru District","All sectors","mean_rent",126.128450704225,"Start date, Flow"
2002-09-30,"Gisborne District","All sectors","mean_rent",132.91469816273,"Start date, Flow"
2002-09-30,"MacKenzie District","All sectors","mean_rent",98.7392857142857,"Start date, Flow"
2002-09-30,"Tauranga City","All sectors","mean_rent",205.797090163934,"Start date, Flow"
2002-09-30,"South Taranaki District","All sectors","mean_rent",128.39375,"Start date, Flow"
2002-09-30,"Far North District","All sectors","mean_rent",147.498726415094,"Start date, Flow"
2002-09-30,"Grey District","All sectors","mean_rent",121.719157894737,"Start date, Flow"
2002-09-30,"Hutt City","All sectors","mean_rent",190.661289370079,"Start date, Flow"
2002-09-30,"Palmerston North City","All sectors","mean_rent",167.329545454545,"Start date, Flow"
2002-09-30,"Hauraki District","All sectors","mean_rent",145.158415841584,"Start date, Flow"
2002-09-30,"Waikato District","All sectors","mean_rent",147.303076923077,"Start date, Flow"
2002-09-30,"New Plymouth District","All sectors","mean_rent",168.544728434505,"Start date, Flow"
2002-09-30,"Manawatu District","All sectors","mean_rent",152.739436619718,"Start date, Flow"
2002-09-30,"Central Otago District","All sectors","mean_rent",142.889565217391,"Start date, Flow"
2002-09-30,"Napier City","All sectors","mean_rent",168.425699300699,"Start date, Flow"
2002-09-30,"Thames Coromandel District","All sectors","mean_rent",158.566932270916,"Start date, Flow"
2002-09-30,"Gore District","All sectors","mean_rent",106.586891891892,"Start date, Flow"
2002-09-30,"Hastings District","All sectors","mean_rent",159.444335060449,"Start date, Flow"
2002-09-30,"Masterton District","All sectors","mean_rent",137.699115044248,"Start date, Flow"
2002-09-30,"Rotorua District","All sectors","mean_rent",164.47734282325,"Start date, Flow"
2002-09-30,"Waipa District","All sectors","mean_rent",170.40404040404,"Start date, Flow"
2002-09-30,"Ashburton District","All sectors","mean_rent",128.350427350427,"Start date, Flow"
2002-09-30,"Whanganui District","All sectors","mean_rent",118.662371134021,"Start date, Flow"
2002-09-30,"Marlborough District","All sectors","mean_rent",167.109281437126,"Start date, Flow"
2002-09-30,"Selwyn District","All sectors","mean_rent",188.114285714286,"Start date, Flow"
2002-09-30,"Whakatane District","All sectors","mean_rent",163.436216216216,"Start date, Flow"
2002-09-30,"Invercargill City","All sectors","mean_rent",136.729090909091,"Start date, Flow"
2002-09-30,"Porirua City","All sectors","mean_rent",184.684027777778,"Start date, Flow"
2002-09-30,"Rangitikei District","All sectors","mean_rent",109.268316831683,"Start date, Flow"
2002-09-30,"Ruapehu District","All sectors","mean_rent",115.747222222222,"Start date, Flow"
2002-09-30,"Horowhenua District","All sectors","mean_rent",136.927966101695,"Start date, Flow"
2002-09-30,"Kawerau District","All sectors","mean_rent",122.42,"Start date, Flow"
2002-09-30,"Kaipara District","All sectors","mean_rent",130.942391304348,"Start date, Flow"
2002-09-30,"South Waikato District","All sectors","mean_rent",114.629282511211,"Start date, Flow"
2002-09-30,"Upper Hutt City","All sectors","mean_rent",178.914386920981,"Start date, Flow"
2002-09-30,"Southland District","All sectors","mean_rent",105.432075471698,"Start date, Flow"
2002-09-30,"Whangarei District","All sectors","mean_rent",159.336813186813,"Start date, Flow"
2002-09-30,"Taupo District","All sectors","mean_rent",174.542201834862,"Start date, Flow"
2002-09-30,"Waitomo District","All sectors","mean_rent",110.556666666667,"Start date, Flow"
2002-09-30,"Central Hawkes Bay District","All sectors","mean_rent",132.981651376147,"Start date, Flow"
2002-09-30,"Kaikoura District","All sectors","mean_rent",142.482352941176,"Start date, Flow"
2002-09-30,"Hurunui District","All sectors","mean_rent",136.106382978723,"Start date, Flow"
2002-09-30,"Wairoa District","All sectors","mean_rent",104.082558139535,"Start date, Flow"
2002-09-30,"Waitaki District","All sectors","mean_rent",117.883333333333,"Start date, Flow"
2002-09-30,"Tararua District","All sectors","mean_rent",106.661504424779,"Start date, Flow"
2002-09-30,"Carterton District","All sectors","mean_rent",141.50487804878,"Start date, Flow"
2002-09-30,"Buller District","All sectors","mean_rent",100.980327868852,"Start date, Flow"
2002-09-30,"Matamata Piako District","All sectors","mean_rent",141.05671641791,"Start date, Flow"
2002-09-30,"Waimakariri District","All sectors","mean_rent",175.924778761062,"Start date, Flow"
2002-09-30,"Westland District","All sectors","mean_rent",119.896296296296,"Start date, Flow"
2002-09-30,"Stratford District","All sectors","mean_rent",112.652173913043,"Start date, Flow"
2002-09-30,"Clutha District","All sectors","mean_rent",104.583333333333,"Start date, Flow"
2002-09-30,"Opotiki District","All sectors","mean_rent",119.514754098361,"Start date, Flow"
2002-09-30,"Waimate District","All sectors","mean_rent",105.815789473684,"Start date, Flow"
2002-09-30,"Otorohanga District","All sectors","mean_rent",129.055555555556,"Start date, Flow"
2002-12-31,"Chatham Islands","All sectors","mean_rent",300.406164244413,"Start date, Flow"
2002-12-31,"Hutt City","All sectors","mean_rent",187.952910521141,"Start date, Flow"
2002-12-31,"Whakatane District","All sectors","mean_rent",165.570806451613,"Start date, Flow"
2002-12-31,"Wellington City","All sectors","mean_rent",275.416109689214,"Start date, Flow"
2002-12-31,"Porirua City","All sectors","mean_rent",189.857493857494,"Start date, Flow"
2002-12-31,"Whanganui District","All sectors","mean_rent",117.185676392573,"Start date, Flow"
2002-12-31,"Hurunui District","All sectors","mean_rent",158.310344827586,"Start date, Flow"
2002-12-31,"Christchurch City","All sectors","mean_rent",199.882123655914,"Start date, Flow"
2002-12-31,"South Waikato District","All sectors","mean_rent",115.983695652174,"Start date, Flow"
2002-12-31,"Tauranga City","All sectors","mean_rent",209.034678111588,"Start date, Flow"
2002-12-31,"Tararua District","All sectors","mean_rent",113.762376237624,"Start date, Flow"
2002-12-31,"Hamilton City","All sectors","mean_rent",199.342149353758,"Start date, Flow"
2002-12-31,"Dunedin City","All sectors","mean_rent",161.749378585086,"Start date, Flow"
2002-12-31,"Queenstown Lakes District","All sectors","mean_rent",257.25,"Start date, Flow"
2002-12-31,"Gisborne District","All sectors","mean_rent",135.569135802469,"Start date, Flow"
2002-12-31,"Ashburton District","All sectors","mean_rent",136.467213114754,"Start date, Flow"
2002-12-31,"Hastings District","All sectors","mean_rent",164.268137254902,"Start date, Flow"
2002-12-31,"Upper Hutt City","All sectors","mean_rent",184.23625,"Start date, Flow"
2002-12-31,"Palmerston North City","All sectors","mean_rent",180.414946325351,"Start date, Flow"
2002-12-31,"Western Bay of Plenty District","All sectors","mean_rent",180.95675,"Start date, Flow"
2002-12-31,"Far North District","All sectors","mean_rent",156.25534351145,"Start date, Flow"
2002-12-31,"Whangarei District","All sectors","mean_rent",163.352202643172,"Start date, Flow"
2002-12-31,"Grey District","All sectors","mean_rent",126.193333333333,"Start date, Flow"
2002-12-31,"Kapiti Coast District","All sectors","mean_rent",201.494594594595,"Start date, Flow"
2002-12-31,"Kaipara District","All sectors","mean_rent",138.033333333333,"Start date, Flow"
2002-12-31,"Rangitikei District","All sectors","mean_rent",101.013917525773,"Start date, Flow"
2002-12-31,"Tasman District","All sectors","mean_rent",208.5,"Start date, Flow"
2002-12-31,"Horowhenua District","All sectors","mean_rent",140.275720164609,"Start date, Flow"
2002-12-31,"Kaikoura District","All sectors","mean_rent",146.277777777778,"Start date, Flow"
2002-12-31,"Marlborough District","All sectors","mean_rent",167.359880239521,"Start date, Flow"
2002-12-31,"Nelson City","All sectors","mean_rent",211.93573943662,"Start date, Flow"
2002-12-31,"Carterton District","All sectors","mean_rent",131.3125,"Start date, Flow"
2002-12-31,"Opotiki District","All sectors","mean_rent",114.25,"Start date, Flow"
2002-12-31,"Central Otago District","All sectors","mean_rent",157.754901960784,"Start date, Flow"
2002-12-31,"Invercargill City","All sectors","mean_rent",138.535496957404,"Start date, Flow"
2002-12-31,"Rotorua District","All sectors","mean_rent",164.728711162255,"Start date, Flow"
2002-12-31,"South Taranaki District","All sectors","mean_rent",120.387591240876,"Start date, Flow"
2002-12-31,"Buller District","All sectors","mean_rent",99.6372549019608,"Start date, Flow"
2002-12-31,"Napier City","All sectors","mean_rent",169.052450980392,"Start date, Flow"
2002-12-31,"Masterton District","All sectors","mean_rent",139.567164179104,"Start date, Flow"
2002-12-31,"Matamata Piako District","All sectors","mean_rent",140.158659217877,"Start date, Flow"
2002-12-31,"Manawatu District","All sectors","mean_rent",145.672932330827,"Start date, Flow"
2002-12-31,"Timaru District","All sectors","mean_rent",125.633090909091,"Start date, Flow"
2002-12-31,"Waitaki District","All sectors","mean_rent",119.792682926829,"Start date, Flow"
2002-12-31,"Waikato District","All sectors","mean_rent",150.868203883495,"Start date, Flow"
2002-12-31,"Waimakariri District","All sectors","mean_rent",186.230046948357,"Start date, Flow"
2002-12-31,"Waipa District","All sectors","mean_rent",176.306930693069,"Start date, Flow"
2002-12-31,"Central Hawkes Bay District","All sectors","mean_rent",132.78813559322,"Start date, Flow"
2002-12-31,"New Plymouth District","All sectors","mean_rent",182.164097222222,"Start date, Flow"
2002-12-31,"Gore District","All sectors","mean_rent",107.39671641791,"Start date, Flow"
2002-12-31,"Thames Coromandel District","All sectors","mean_rent",158.81164021164,"Start date, Flow"
2002-12-31,"Southland District","All sectors","mean_rent",118.578846153846,"Start date, Flow"
2002-12-31,"Taupo District","All sectors","mean_rent",188.848837209302,"Start date, Flow"
2002-12-31,"Waitomo District","All sectors","mean_rent",111.458333333333,"Start date, Flow"
2002-12-31,"Stratford District","All sectors","mean_rent",113.366197183099,"Start date, Flow"
2002-12-31,"Ruapehu District","All sectors","mean_rent",109.278205128205,"Start date, Flow"
2002-12-31,"Hauraki District","All sectors","mean_rent",143.097,"Start date, Flow"
2002-12-31,"Kawerau District","All sectors","mean_rent",123.8,"Start date, Flow"
2002-12-31,"Westland District","All sectors","mean_rent",115.487179487179,"Start date, Flow"
2002-12-31,"Selwyn District","All sectors","mean_rent",203.214285714286,"Start date, Flow"
2002-12-31,"Clutha District","All sectors","mean_rent",96.8697674418605,"Start date, Flow"
2002-12-31,"Otorohanga District","All sectors","mean_rent",110.058823529412,"Start date, Flow"
2002-12-31,"MacKenzie District","All sectors","mean_rent",84.06,"Start date, Flow"
2002-12-31,"South Wairarapa District","All sectors","mean_rent",149.545454545455,"Start date, Flow"
2002-12-31,"Waimate District","All sectors","mean_rent",110.3125,"Start date, Flow"
2002-12-31,"Wairoa District","All sectors","mean_rent",107.25,"Start date, Flow"
2003-03-31,"Dunedin City","All sectors","mean_rent",222.707370398197,"Start date, Flow"
2003-03-31,"Hamilton City","All sectors","mean_rent",209.930816326531,"Start date, Flow"
2003-03-31,"Selwyn District","All sectors","mean_rent",201.463,"Start date, Flow"
2003-03-31,"Christchurch City","All sectors","mean_rent",216.623156212545,"Start date, Flow"
2003-03-31,"Wellington City","All sectors","mean_rent",284.713131239347,"Start date, Flow"
2003-03-31,"Chatham Islands","All sectors","mean_rent",312.765400057356,"Start date, Flow"
2003-03-31,"Palmerston North City","All sectors","mean_rent",175.101650165017,"Start date, Flow"
2003-03-31,"New Plymouth District","All sectors","mean_rent",266.779810298103,"Start date, Flow"
2003-03-31,"Clutha District","All sectors","mean_rent",99.8910714285714,"Start date, Flow"
2003-03-31,"Western Bay of Plenty District","All sectors","mean_rent",198.603805970149,"Start date, Flow"
2003-03-31,"Hutt City","All sectors","mean_rent",200.084211956522,"Start date, Flow"
2003-03-31,"Tararua District","All sectors","mean_rent",113.819459459459,"Start date, Flow"
2003-03-31,"Rotorua District","All sectors","mean_rent",166.952240437158,"Start date, Flow"
2003-03-31,"Napier City","All sectors","mean_rent",180.992218543046,"Start date, Flow"
2003-03-31,"Queenstown Lakes District","All sectors","mean_rent",267.857688679245,"Start date, Flow"
2003-03-31,"Invercargill City","All sectors","mean_rent",153.909506398537,"Start date, Flow"
2003-03-31,"Waikato District","All sectors","mean_rent",161.103149606299,"Start date, Flow"
2003-03-31,"Porirua City","All sectors","mean_rent",192.7069375,"Start date, Flow"
2003-03-31,"Southland District","All sectors","mean_rent",114.190506329114,"Start date, Flow"
2003-03-31,"Kapiti Coast District","All sectors","mean_rent",207.930952380952,"Start date, Flow"
2003-03-31,"Ashburton District","All sectors","mean_rent",133.862686567164,"Start date, Flow"
2003-03-31,"Matamata Piako District","All sectors","mean_rent",144.586868686869,"Start date, Flow"
2003-03-31,"Gore District","All sectors","mean_rent",109.160537634409,"Start date, Flow"
2003-03-31,"Whangarei District","All sectors","mean_rent",169.080610889774,"Start date, Flow"
2003-03-31,"Central Otago District","All sectors","mean_rent",164.677407407407,"Start date, Flow"
2003-03-31,"Horowhenua District","All sectors","mean_rent",143.738970588235,"Start date, Flow"
2003-03-31,"Nelson City","All sectors","mean_rent",220.013440860215,"Start date, Flow"
2003-03-31,"Manawatu District","All sectors","mean_rent",157.696517412935,"Start date, Flow"
2003-03-31,"Masterton District","All sectors","mean_rent",142.555555555556,"Start date, Flow"
2003-03-31,"Waipa District","All sectors","mean_rent",177.365029761905,"Start date, Flow"
2003-03-31,"Opotiki District","All sectors","mean_rent",134.73,"Start date, Flow"
2003-03-31,"Gisborne District","All sectors","mean_rent",143.100750670241,"Start date, Flow"
2003-03-31,"Hastings District","All sectors","mean_rent",166.91243697479,"Start date, Flow"
2003-03-31,"Tauranga City","All sectors","mean_rent",220.210262172285,"Start date, Flow"
