"date","Area","sector","type","value","concept"
1997-03-31,"South Wairarapa District","All sectors","geomean_rent",109.87201306732,"Start date, Flow"
1997-03-31,"South Waikato District","All sectors","geomean_rent",111.814701937324,"Start date, Flow"
1997-03-31,"Grey District","All sectors","geomean_rent",122.946280827566,"Start date, Flow"
1997-03-31,"Matamata Piako District","All sectors","geomean_rent",130.488230079625,"Start date, Flow"
1997-03-31,"Kaipara District","All sectors","geomean_rent",115.285353871306,"Start date, Flow"
1997-03-31,"Tararua District","All sectors","geomean_rent",96.4898657066623,"Start date, Flow"
1997-03-31,"Central Hawkes Bay District","All sectors","geomean_rent",121.109261177772,"Start date, Flow"
1997-03-31,"Clutha District","All sectors","geomean_rent",85.8801825650831,"Start date, Flow"
1997-03-31,"Westland District","All sectors","geomean_rent",115.745285100973,"Start date, Flow"
1997-03-31,"Waitomo District","All sectors","geomean_rent",111.832435513692,"Start date, Flow"
1997-03-31,"Stratford District","All sectors","geomean_rent",102.13552210793,"Start date, Flow"
1997-03-31,"Gore District","All sectors","geomean_rent",97.9987096737783,"Start date, Flow"
1997-03-31,"Kaikoura District","All sectors","geomean_rent",123.552891035024,"Start date, Flow"
1997-03-31,"Ruapehu District","All sectors","geomean_rent",107.150001507641,"Start date, Flow"
1997-03-31,"MacKenzie District","All sectors","geomean_rent",87.3751028051036,"Start date, Flow"
1997-03-31,"Carterton District","All sectors","geomean_rent",109.943365378868,"Start date, Flow"
1997-06-30,"Wellington City","All sectors","geomean_rent",221.928781203426,"Start date, Flow"
1997-06-30,"Chatham Islands","All sectors","geomean_rent",261.287830334454,"Start date, Flow"
1997-06-30,"Christchurch City","All sectors","geomean_rent",167.529156371108,"Start date, Flow"
1997-06-30,"Hutt City","All sectors","geomean_rent",169.801419107627,"Start date, Flow"
1997-06-30,"Waimakariri District","All sectors","geomean_rent",165.911362243063,"Start date, Flow"
1997-06-30,"Whangarei District","All sectors","geomean_rent",156.26062305619,"Start date, Flow"
1997-06-30,"Waipa District","All sectors","geomean_rent",158.200700966014,"Start date, Flow"
1997-06-30,"Whakatane District","All sectors","geomean_rent",153.62570918542,"Start date, Flow"
1997-06-30,"Tauranga City","All sectors","geomean_rent",190.856437916046,"Start date, Flow"
1997-06-30,"Dunedin City","All sectors","geomean_rent",129.025483083629,"Start date, Flow"
1997-06-30,"Hamilton City","All sectors","geomean_rent",178.790281005312,"Start date, Flow"
1997-06-30,"Waimate District","All sectors","geomean_rent",90.4719603789134,"Start date, Flow"
1997-06-30,"Grey District","All sectors","geomean_rent",124.853727096992,"Start date, Flow"
1997-06-30,"Far North District","All sectors","geomean_rent",140.411206729088,"Start date, Flow"
1997-06-30,"Gore District","All sectors","geomean_rent",108.598037490146,"Start date, Flow"
1997-06-30,"Buller District","All sectors","geomean_rent",105.6071424732,"Start date, Flow"
1997-06-30,"Palmerston North City","All sectors","geomean_rent",155.055967373929,"Start date, Flow"
1997-06-30,"New Plymouth District","All sectors","geomean_rent",141.429674042215,"Start date, Flow"
1997-06-30,"Opotiki District","All sectors","geomean_rent",130.707326596856,"Start date, Flow"
1997-06-30,"Rotorua District","All sectors","geomean_rent",153.95378396681,"Start date, Flow"
1997-06-30,"Nelson City","All sectors","geomean_rent",165.923284839927,"Start date, Flow"
1997-06-30,"Waitaki District","All sectors","geomean_rent",107.596771495689,"Start date, Flow"
1997-06-30,"Western Bay of Plenty District","All sectors","geomean_rent",151.444227713786,"Start date, Flow"
1997-06-30,"Southland District","All sectors","geomean_rent",111.944077990329,"Start date, Flow"
1997-06-30,"Gisborne District","All sectors","geomean_rent",139.73787106165,"Start date, Flow"
1997-06-30,"Tasman District","All sectors","geomean_rent",155.369412343068,"Start date, Flow"
1997-06-30,"Selwyn District","All sectors","geomean_rent",179.84018798573,"Start date, Flow"
1997-06-30,"Porirua City","All sectors","geomean_rent",168.968365198403,"Start date, Flow"
1997-06-30,"Thames Coromandel District","All sectors","geomean_rent",147.099254917848,"Start date, Flow"
1997-06-30,"Whanganui District","All sectors","geomean_rent",118.318097601498,"Start date, Flow"
1997-06-30,"Timaru District","All sectors","geomean_rent",116.437399575323,"Start date, Flow"
1997-06-30,"Taupo District","All sectors","geomean_rent",152.201866076072,"Start date, Flow"
1997-06-30,"Horowhenua District","All sectors","geomean_rent",125.096493885139,"Start date, Flow"
1997-06-30,"Hastings District","All sectors","geomean_rent",144.682696385653,"Start date, Flow"
1997-06-30,"Wairoa District","All sectors","geomean_rent",107.404194434569,"Start date, Flow"
1997-06-30,"South Wairarapa District","All sectors","geomean_rent",109.549731483546,"Start date, Flow"
1997-06-30,"Marlborough District","All sectors","geomean_rent",145.60348616348,"Start date, Flow"
1997-06-30,"Invercargill City","All sectors","geomean_rent",119.310044166439,"Start date, Flow"
1997-06-30,"Masterton District","All sectors","geomean_rent",110.970484126433,"Start date, Flow"
1997-06-30,"Manawatu District","All sectors","geomean_rent",142.708702361346,"Start date, Flow"
1997-06-30,"Kapiti Coast District","All sectors","geomean_rent",172.805937127771,"Start date, Flow"
1997-06-30,"Queenstown Lakes District","All sectors","geomean_rent",174.280754101005,"Start date, Flow"
1997-06-30,"Waikato District","All sectors","geomean_rent",136.620566467262,"Start date, Flow"
1997-06-30,"Napier City","All sectors","geomean_rent",155.571739838503,"Start date, Flow"
1997-06-30,"Stratford District","All sectors","geomean_rent",108.939761639322,"Start date, Flow"
1997-06-30,"South Taranaki District","All sectors","geomean_rent",123.666480474727,"Start date, Flow"
1997-06-30,"Rangitikei District","All sectors","geomean_rent",108.071971377763,"Start date, Flow"
1997-06-30,"Central Otago District","All sectors","geomean_rent",120.078735109459,"Start date, Flow"
1997-06-30,"Hauraki District","All sectors","geomean_rent",137.990078196778,"Start date, Flow"
1997-06-30,"Tararua District","All sectors","geomean_rent",98.42941538902,"Start date, Flow"
1997-06-30,"Matamata Piako District","All sectors","geomean_rent",130.069766963358,"Start date, Flow"
1997-06-30,"South Waikato District","All sectors","geomean_rent",116.952025744876,"Start date, Flow"
1997-06-30,"Westland District","All sectors","geomean_rent",118.788491038151,"Start date, Flow"
1997-06-30,"Ruapehu District","All sectors","geomean_rent",113.069517352584,"Start date, Flow"
1997-06-30,"Upper Hutt City","All sectors","geomean_rent",163.445218943685,"Start date, Flow"
1997-06-30,"Ashburton District","All sectors","geomean_rent",116.922076626675,"Start date, Flow"
1997-06-30,"Central Hawkes Bay District","All sectors","geomean_rent",120.209418191535,"Start date, Flow"
1997-06-30,"Waitomo District","All sectors","geomean_rent",115.673818239628,"Start date, Flow"
1997-06-30,"Kaipara District","All sectors","geomean_rent",112.479114303043,"Start date, Flow"
1997-06-30,"Clutha District","All sectors","geomean_rent",96.0138489926219,"Start date, Flow"
1997-06-30,"Otorohanga District","All sectors","geomean_rent",119.745289907267,"Start date, Flow"
1997-06-30,"Carterton District","All sectors","geomean_rent",104.978119383823,"Start date, Flow"
1997-06-30,"Hurunui District","All sectors","geomean_rent",105.119391511845,"Start date, Flow"
1997-06-30,"Kawerau District","All sectors","geomean_rent",131.267797817968,"Start date, Flow"
1997-06-30,"Kaikoura District","All sectors","geomean_rent",133.604149140618,"Start date, Flow"
1997-06-30,"MacKenzie District","All sectors","geomean_rent",93.3549851838726,"Start date, Flow"
1997-09-30,"Chatham Islands","All sectors","geomean_rent",256.336173835658,"Start date, Flow"
1997-09-30,"Palmerston North City","All sectors","geomean_rent",153.66513702638,"Start date, Flow"
1997-09-30,"Hamilton City","All sectors","geomean_rent",174.038213761932,"Start date, Flow"
1997-09-30,"Hutt City","All sectors","geomean_rent",172.126925427948,"Start date, Flow"
1997-09-30,"Christchurch City","All sectors","geomean_rent",168.132736518017,"Start date, Flow"
1997-09-30,"Tauranga City","All sectors","geomean_rent",191.535129791241,"Start date, Flow"
1997-09-30,"Timaru District","All sectors","geomean_rent",116.054286765691,"Start date, Flow"
1997-09-30,"Tasman District","All sectors","geomean_rent",155.218049267714,"Start date, Flow"
1997-09-30,"Horowhenua District","All sectors","geomean_rent",126.799434228756,"Start date, Flow"
1997-09-30,"Nelson City","All sectors","geomean_rent",166.248469300577,"Start date, Flow"
1997-09-30,"Napier City","All sectors","geomean_rent",155.374173546362,"Start date, Flow"
1997-09-30,"Queenstown Lakes District","All sectors","geomean_rent",170.211666729924,"Start date, Flow"
1997-09-30,"Dunedin City","All sectors","geomean_rent",125.514837118489,"Start date, Flow"
1997-09-30,"Kawerau District","All sectors","geomean_rent",131.442013696236,"Start date, Flow"
1997-09-30,"South Waikato District","All sectors","geomean_rent",115.869062000709,"Start date, Flow"
1997-09-30,"Whangarei District","All sectors","geomean_rent",157.045468023066,"Start date, Flow"
1997-09-30,"Wellington City","All sectors","geomean_rent",217.729337382328,"Start date, Flow"
1997-09-30,"New Plymouth District","All sectors","geomean_rent",145.17945172101,"Start date, Flow"
1997-09-30,"Central Hawkes Bay District","All sectors","geomean_rent",121.501056072803,"Start date, Flow"
1997-09-30,"Masterton District","All sectors","geomean_rent",113.333988751565,"Start date, Flow"
1997-09-30,"Waimakariri District","All sectors","geomean_rent",166.753305029446,"Start date, Flow"
1997-09-30,"Porirua City","All sectors","geomean_rent",167.758114825356,"Start date, Flow"
1997-09-30,"Waitaki District","All sectors","geomean_rent",113.808066227587,"Start date, Flow"
1997-09-30,"Waikato District","All sectors","geomean_rent",138.798087369362,"Start date, Flow"
1997-09-30,"Whakatane District","All sectors","geomean_rent",151.742085061476,"Start date, Flow"
1997-09-30,"Rotorua District","All sectors","geomean_rent",160.008758932378,"Start date, Flow"
1997-09-30,"Thames Coromandel District","All sectors","geomean_rent",148.574318961707,"Start date, Flow"
1997-09-30,"Hastings District","All sectors","geomean_rent",147.825905256442,"Start date, Flow"
1997-09-30,"Western Bay of Plenty District","All sectors","geomean_rent",156.922542114084,"Start date, Flow"
1997-09-30,"Ruapehu District","All sectors","geomean_rent",111.505336408023,"Start date, Flow"
1997-09-30,"Gisborne District","All sectors","geomean_rent",138.025258710053,"Start date, Flow"
1997-09-30,"Upper Hutt City","All sectors","geomean_rent",164.411984160185,"Start date, Flow"
1997-09-30,"South Taranaki District","All sectors","geomean_rent",117.515647301625,"Start date, Flow"
1997-09-30,"Kapiti Coast District","All sectors","geomean_rent",176.784821110117,"Start date, Flow"
1997-09-30,"Carterton District","All sectors","geomean_rent",104.670365564857,"Start date, Flow"
1997-09-30,"Taupo District","All sectors","geomean_rent",154.81314000219,"Start date, Flow"
1997-09-30,"Marlborough District","All sectors","geomean_rent",143.39483881492,"Start date, Flow"
1997-09-30,"Invercargill City","All sectors","geomean_rent",116.912445085762,"Start date, Flow"
1997-09-30,"Selwyn District","All sectors","geomean_rent",159.620945915,"Start date, Flow"
1997-09-30,"Kaipara District","All sectors","geomean_rent",115.424766598864,"Start date, Flow"
1997-09-30,"Far North District","All sectors","geomean_rent",143.942662453448,"Start date, Flow"
1997-09-30,"Whanganui District","All sectors","geomean_rent",120.727763619483,"Start date, Flow"
1997-09-30,"Hauraki District","All sectors","geomean_rent",135.639476298816,"Start date, Flow"
1997-09-30,"Grey District","All sectors","geomean_rent",129.513634853211,"Start date, Flow"
1997-09-30,"Gore District","All sectors","geomean_rent",100.129437577567,"Start date, Flow"
1997-09-30,"Matamata Piako District","All sectors","geomean_rent",130.969654862362,"Start date, Flow"
1997-09-30,"Southland District","All sectors","geomean_rent",105.288606314692,"Start date, Flow"
1997-09-30,"Tararua District","All sectors","geomean_rent",99.2666358791867,"Start date, Flow"
1997-09-30,"South Wairarapa District","All sectors","geomean_rent",105.127836114377,"Start date, Flow"
1997-09-30,"Westland District","All sectors","geomean_rent",127.672265938738,"Start date, Flow"
1997-09-30,"Ashburton District","All sectors","geomean_rent",119.918275306987,"Start date, Flow"
1997-09-30,"Rangitikei District","All sectors","geomean_rent",109.023076027506,"Start date, Flow"
1997-09-30,"Manawatu District","All sectors","geomean_rent",135.951316650625,"Start date, Flow"
1997-09-30,"MacKenzie District","All sectors","geomean_rent",85.5631492609898,"Start date, Flow"
1997-09-30,"Wairoa District","All sectors","geomean_rent",103.977944618553,"Start date, Flow"
1997-09-30,"Opotiki District","All sectors","geomean_rent",133.980285044471,"Start date, Flow"
1997-09-30,"Buller District","All sectors","geomean_rent",109.294424138709,"Start date, Flow"
1997-09-30,"Waipa District","All sectors","geomean_rent",165.309800065577,"Start date, Flow"
1997-09-30,"Clutha District","All sectors","geomean_rent",96.4774883282346,"Start date, Flow"
1997-09-30,"Central Otago District","All sectors","geomean_rent",119.514784497474,"Start date, Flow"
1997-09-30,"Waitomo District","All sectors","geomean_rent",118.713466972718,"Start date, Flow"
1997-09-30,"Otorohanga District","All sectors","geomean_rent",120.665552699186,"Start date, Flow"
1997-09-30,"Stratford District","All sectors","geomean_rent",106.818329864238,"Start date, Flow"
1997-09-30,"Hurunui District","All sectors","geomean_rent",110.494056858978,"Start date, Flow"
1997-09-30,"Kaikoura District","All sectors","geomean_rent",122.37893415933,"Start date, Flow"
1997-09-30,"Waimate District","All sectors","geomean_rent",94.6423904001249,"Start date, Flow"
1997-12-31,"Palmerston North City","All sectors","geomean_rent",156.536879298909,"Start date, Flow"
1997-12-31,"Hastings District","All sectors","geomean_rent",150.575677530123,"Start date, Flow"
1997-12-31,"Chatham Islands","All sectors","geomean_rent",252.707841318865,"Start date, Flow"
1997-12-31,"Christchurch City","All sectors","geomean_rent",170.448935118551,"Start date, Flow"
1997-12-31,"Timaru District","All sectors","geomean_rent",115.667022430423,"Start date, Flow"
1997-12-31,"Porirua City","All sectors","geomean_rent",168.391493703506,"Start date, Flow"
1997-12-31,"Wellington City","All sectors","geomean_rent",222.324263762998,"Start date, Flow"
1997-12-31,"Queenstown Lakes District","All sectors","geomean_rent",166.999744488159,"Start date, Flow"
1997-12-31,"New Plymouth District","All sectors","geomean_rent",144.13995914288,"Start date, Flow"
1997-12-31,"Hamilton City","All sectors","geomean_rent",180.351308511925,"Start date, Flow"
1997-12-31,"Masterton District","All sectors","geomean_rent",114.636269497731,"Start date, Flow"
1997-12-31,"Central Hawkes Bay District","All sectors","geomean_rent",121.406317577405,"Start date, Flow"
1997-12-31,"Western Bay of Plenty District","All sectors","geomean_rent",166.727227421839,"Start date, Flow"
1997-12-31,"Tauranga City","All sectors","geomean_rent",193.163543826363,"Start date, Flow"
1997-12-31,"Kapiti Coast District","All sectors","geomean_rent",173.891733627836,"Start date, Flow"
1997-12-31,"Gisborne District","All sectors","geomean_rent",138.890248612978,"Start date, Flow"
1997-12-31,"Nelson City","All sectors","geomean_rent",164.958773566218,"Start date, Flow"
1997-12-31,"Waipa District","All sectors","geomean_rent",164.350271301759,"Start date, Flow"
1997-12-31,"Hutt City","All sectors","geomean_rent",174.606721890073,"Start date, Flow"
1997-12-31,"Taupo District","All sectors","geomean_rent",156.485558255263,"Start date, Flow"
1997-12-31,"Otorohanga District","All sectors","geomean_rent",122.891207649906,"Start date, Flow"
1997-12-31,"Far North District","All sectors","geomean_rent",145.100246162401,"Start date, Flow"
1997-12-31,"Whanganui District","All sectors","geomean_rent",119.393043215408,"Start date, Flow"
1997-12-31,"Dunedin City","All sectors","geomean_rent",140.835042711413,"Start date, Flow"
1997-12-31,"Matamata Piako District","All sectors","geomean_rent",133.529528813853,"Start date, Flow"
1997-12-31,"Napier City","All sectors","geomean_rent",155.404346592073,"Start date, Flow"
1997-12-31,"Whakatane District","All sectors","geomean_rent",151.442264643828,"Start date, Flow"
1997-12-31,"Gore District","All sectors","geomean_rent",101.676931769322,"Start date, Flow"
1997-12-31,"South Waikato District","All sectors","geomean_rent",119.563845852682,"Start date, Flow"
1997-12-31,"Invercargill City","All sectors","geomean_rent",113.7497828131,"Start date, Flow"
1997-12-31,"Buller District","All sectors","geomean_rent",106.944866752386,"Start date, Flow"
1997-12-31,"South Taranaki District","All sectors","geomean_rent",121.3031442853,"Start date, Flow"
1997-12-31,"Thames Coromandel District","All sectors","geomean_rent",147.921715272285,"Start date, Flow"
1997-12-31,"Manawatu District","All sectors","geomean_rent",134.296327124009,"Start date, Flow"
1997-12-31,"Marlborough District","All sectors","geomean_rent",146.45449700419,"Start date, Flow"
1997-12-31,"Upper Hutt City","All sectors","geomean_rent",168.829992904656,"Start date, Flow"
1997-12-31,"Hurunui District","All sectors","geomean_rent",109.991794437692,"Start date, Flow"
1997-12-31,"Waikato District","All sectors","geomean_rent",148.349607280382,"Start date, Flow"
1997-12-31,"Rotorua District","All sectors","geomean_rent",158.345810151867,"Start date, Flow"
1997-12-31,"Westland District","All sectors","geomean_rent",126.605110698346,"Start date, Flow"
1997-12-31,"Southland District","All sectors","geomean_rent",103.109074714036,"Start date, Flow"
1997-12-31,"Wairoa District","All sectors","geomean_rent",99.0041116622323,"Start date, Flow"
1997-12-31,"Tararua District","All sectors","geomean_rent",100.194568188812,"Start date, Flow"
1997-12-31,"Whangarei District","All sectors","geomean_rent",155.12982034061,"Start date, Flow"
1997-12-31,"Stratford District","All sectors","geomean_rent",105.906945298663,"Start date, Flow"
1997-12-31,"Ruapehu District","All sectors","geomean_rent",108.356527805884,"Start date, Flow"
1997-12-31,"Tasman District","All sectors","geomean_rent",160.258814172343,"Start date, Flow"
1997-12-31,"Horowhenua District","All sectors","geomean_rent",125.946868019512,"Start date, Flow"
1997-12-31,"Central Otago District","All sectors","geomean_rent",119.379856185332,"Start date, Flow"
1997-12-31,"Carterton District","All sectors","geomean_rent",117.235197287081,"Start date, Flow"
1997-12-31,"Waitaki District","All sectors","geomean_rent",101.743570892877,"Start date, Flow"
1997-12-31,"Kaipara District","All sectors","geomean_rent",122.864952234267,"Start date, Flow"
1997-12-31,"Ashburton District","All sectors","geomean_rent",117.951830059333,"Start date, Flow"
1997-12-31,"Waimakariri District","All sectors","geomean_rent",169.760644072391,"Start date, Flow"
1997-12-31,"Hauraki District","All sectors","geomean_rent",133.530060051789,"Start date, Flow"
1997-12-31,"Opotiki District","All sectors","geomean_rent",132.144854631931,"Start date, Flow"
1997-12-31,"MacKenzie District","All sectors","geomean_rent",79.1221028321517,"Start date, Flow"
1997-12-31,"Selwyn District","All sectors","geomean_rent",174.173951050563,"Start date, Flow"
1997-12-31,"Kawerau District","All sectors","geomean_rent",129.478341866696,"Start date, Flow"
1997-12-31,"Rangitikei District","All sectors","geomean_rent",103.795627414272,"Start date, Flow"
1997-12-31,"Clutha District","All sectors","geomean_rent",102.399929890894,"Start date, Flow"
1997-12-31,"Grey District","All sectors","geomean_rent",125.850554479467,"Start date, Flow"
1997-12-31,"South Wairarapa District","All sectors","geomean_rent",109.785226061943,"Start date, Flow"
1997-12-31,"Waimate District","All sectors","geomean_rent",93.8254338711692,"Start date, Flow"
1997-12-31,"Kaikoura District","All sectors","geomean_rent",119.551171852707,"Start date, Flow"
1997-12-31,"Waitomo District","All sectors","geomean_rent",114.621706294028,"Start date, Flow"
1998-03-31,"Dunedin City","All sectors","geomean_rent",157.007959899313,"Start date, Flow"
1998-03-31,"South Waikato District","All sectors","geomean_rent",118.473956336429,"Start date, Flow"
1998-03-31,"Hamilton City","All sectors","geomean_rent",177.86845489167,"Start date, Flow"
1998-03-31,"Christchurch City","All sectors","geomean_rent",175.77589249074,"Start date, Flow"
1998-03-31,"Nelson City","All sectors","geomean_rent",169.30967293435,"Start date, Flow"
1998-03-31,"Chatham Islands","All sectors","geomean_rent",255.026935106108,"Start date, Flow"
1998-03-31,"Wellington City","All sectors","geomean_rent",230.764461540944,"Start date, Flow"
1998-03-31,"Napier City","All sectors","geomean_rent",153.637156921656,"Start date, Flow"
1998-03-31,"Gisborne District","All sectors","geomean_rent",139.759865514907,"Start date, Flow"
1998-03-31,"Marlborough District","All sectors","geomean_rent",148.593076664122,"Start date, Flow"
1998-03-31,"Hutt City","All sectors","geomean_rent",176.98754833293,"Start date, Flow"
1998-03-31,"Porirua City","All sectors","geomean_rent",168.663077835679,"Start date, Flow"
1998-03-31,"Whangarei District","All sectors","geomean_rent",153.802005861162,"Start date, Flow"
1998-03-31,"Palmerston North City","All sectors","geomean_rent",156.09460879506,"Start date, Flow"
1998-03-31,"Kapiti Coast District","All sectors","geomean_rent",184.714582408355,"Start date, Flow"
1998-03-31,"South Taranaki District","All sectors","geomean_rent",117.406882752377,"Start date, Flow"
1998-03-31,"Timaru District","All sectors","geomean_rent",113.36652021439,"Start date, Flow"
1998-03-31,"Tauranga City","All sectors","geomean_rent",192.924853378439,"Start date, Flow"
1998-03-31,"Taupo District","All sectors","geomean_rent",157.038828583811,"Start date, Flow"
1998-03-31,"Grey District","All sectors","geomean_rent",131.696523499773,"Start date, Flow"
1998-03-31,"Tasman District","All sectors","geomean_rent",163.353665965672,"Start date, Flow"
1998-03-31,"New Plymouth District","All sectors","geomean_rent",144.061802782401,"Start date, Flow"
1998-03-31,"Waitomo District","All sectors","geomean_rent",109.258517821893,"Start date, Flow"
1998-03-31,"Waipa District","All sectors","geomean_rent",158.447766048953,"Start date, Flow"
1998-03-31,"Ashburton District","All sectors","geomean_rent",109.672009514788,"Start date, Flow"
1998-03-31,"Rotorua District","All sectors","geomean_rent",159.911662673574,"Start date, Flow"
1998-03-31,"Far North District","All sectors","geomean_rent",138.808769481087,"Start date, Flow"
1998-03-31,"Stratford District","All sectors","geomean_rent",106.703081138646,"Start date, Flow"
1998-03-31,"Masterton District","All sectors","geomean_rent",121.079058800568,"Start date, Flow"
1998-03-31,"Waitaki District","All sectors","geomean_rent",93.2707709912854,"Start date, Flow"
1998-03-31,"Upper Hutt City","All sectors","geomean_rent",166.667058939666,"Start date, Flow"
1998-03-31,"Selwyn District","All sectors","geomean_rent",162.244672760725,"Start date, Flow"
1998-03-31,"Horowhenua District","All sectors","geomean_rent",130.105686620039,"Start date, Flow"
1998-03-31,"Central Hawkes Bay District","All sectors","geomean_rent",121.44402177563,"Start date, Flow"
1998-03-31,"Hastings District","All sectors","geomean_rent",145.86700888775,"Start date, Flow"
1998-03-31,"Waikato District","All sectors","geomean_rent",140.318502325767,"Start date, Flow"
1998-03-31,"Whanganui District","All sectors","geomean_rent",122.395149236994,"Start date, Flow"
1998-03-31,"Clutha District","All sectors","geomean_rent",89.7487432259479,"Start date, Flow"
1998-03-31,"Waimate District","All sectors","geomean_rent",94.1203468400227,"Start date, Flow"
1998-03-31,"Manawatu District","All sectors","geomean_rent",134.874950974289,"Start date, Flow"
1998-03-31,"Southland District","All sectors","geomean_rent",84.8386840019009,"Start date, Flow"
1998-03-31,"Thames Coromandel District","All sectors","geomean_rent",148.467235590949,"Start date, Flow"
1998-03-31,"Opotiki District","All sectors","geomean_rent",113.979313278869,"Start date, Flow"
1998-03-31,"Westland District","All sectors","geomean_rent",110.74822494748,"Start date, Flow"
1998-03-31,"Hauraki District","All sectors","geomean_rent",136.417051311276,"Start date, Flow"
1998-03-31,"Rangitikei District","All sectors","geomean_rent",105.896643600532,"Start date, Flow"
1998-03-31,"Queenstown Lakes District","All sectors","geomean_rent",158.25560528518,"Start date, Flow"
1998-03-31,"Matamata Piako District","All sectors","geomean_rent",130.184776100803,"Start date, Flow"
1998-03-31,"Invercargill City","All sectors","geomean_rent",113.210441141378,"Start date, Flow"
1998-03-31,"Ruapehu District","All sectors","geomean_rent",101.066390217246,"Start date, Flow"
1998-03-31,"Western Bay of Plenty District","All sectors","geomean_rent",164.189987053093,"Start date, Flow"
1998-03-31,"Waimakariri District","All sectors","geomean_rent",167.733154036815,"Start date, Flow"
1998-03-31,"Buller District","All sectors","geomean_rent",103.568553009494,"Start date, Flow"
1998-03-31,"Tararua District","All sectors","geomean_rent",99.2437793160214,"Start date, Flow"
1998-03-31,"Gore District","All sectors","geomean_rent",102.314777987157,"Start date, Flow"
1998-03-31,"Central Otago District","All sectors","geomean_rent",114.863557617341,"Start date, Flow"
1998-03-31,"MacKenzie District","All sectors","geomean_rent",75.1373985989239,"Start date, Flow"
1998-03-31,"South Wairarapa District","All sectors","geomean_rent",115.861031430188,"Start date, Flow"
1998-03-31,"Wairoa District","All sectors","geomean_rent",99.0910459336764,"Start date, Flow"
1998-03-31,"Kawerau District","All sectors","geomean_rent",127.065168346277,"Start date, Flow"
1998-03-31,"Whakatane District","All sectors","geomean_rent",146.311676155868,"Start date, Flow"
1998-03-31,"Kaikoura District","All sectors","geomean_rent",150.276984162798,"Start date, Flow"
1998-03-31,"Otorohanga District","All sectors","geomean_rent",126.796441631912,"Start date, Flow"
1998-03-31,"Kaipara District","All sectors","geomean_rent",113.597221192941,"Start date, Flow"
1998-03-31,"Hurunui District","All sectors","geomean_rent",123.670297592233,"Start date, Flow"
1998-03-31,"Carterton District","All sectors","geomean_rent",113.733819845133,"Start date, Flow"
1998-06-30,"Tauranga City","All sectors","geomean_rent",189.354909566517,"Start date, Flow"
1998-06-30,"Chatham Islands","All sectors","geomean_rent",251.474003109872,"Start date, Flow"
1998-06-30,"Christchurch City","All sectors","geomean_rent",168.857837399259,"Start date, Flow"
1998-06-30,"Waimakariri District","All sectors","geomean_rent",166.807300849035,"Start date, Flow"
1998-06-30,"Tararua District","All sectors","geomean_rent",98.4479172123254,"Start date, Flow"
1998-06-30,"Hamilton City","All sectors","geomean_rent",175.986695049849,"Start date, Flow"
1998-06-30,"Nelson City","All sectors","geomean_rent",172.171029472639,"Start date, Flow"
1998-06-30,"Manawatu District","All sectors","geomean_rent",140.174509141754,"Start date, Flow"
1998-06-30,"Upper Hutt City","All sectors","geomean_rent",172.35881535564,"Start date, Flow"
1998-06-30,"Wellington City","All sectors","geomean_rent",225.766586892399,"Start date, Flow"
1998-06-30,"Napier City","All sectors","geomean_rent",157.811933458613,"Start date, Flow"
1998-06-30,"Whanganui District","All sectors","geomean_rent",120.423184991554,"Start date, Flow"
1998-06-30,"New Plymouth District","All sectors","geomean_rent",142.323424586437,"Start date, Flow"
1998-06-30,"Kapiti Coast District","All sectors","geomean_rent",179.295415241317,"Start date, Flow"
1998-06-30,"Whangarei District","All sectors","geomean_rent",158.252950476938,"Start date, Flow"
1998-06-30,"Matamata Piako District","All sectors","geomean_rent",137.357446717104,"Start date, Flow"
1998-06-30,"Far North District","All sectors","geomean_rent",147.278766017463,"Start date, Flow"
1998-06-30,"Gisborne District","All sectors","geomean_rent",137.415385041158,"Start date, Flow"
1998-06-30,"Hutt City","All sectors","geomean_rent",178.261619264616,"Start date, Flow"
1998-06-30,"Masterton District","All sectors","geomean_rent",121.717624396302,"Start date, Flow"
1998-06-30,"Waipa District","All sectors","geomean_rent",162.979225115849,"Start date, Flow"
1998-06-30,"Dunedin City","All sectors","geomean_rent",127.488009893777,"Start date, Flow"
1998-06-30,"Queenstown Lakes District","All sectors","geomean_rent",163.846562305572,"Start date, Flow"
1998-06-30,"South Waikato District","All sectors","geomean_rent",116.982138185202,"Start date, Flow"
1998-06-30,"Invercargill City","All sectors","geomean_rent",112.163138304022,"Start date, Flow"
1998-06-30,"Palmerston North City","All sectors","geomean_rent",152.974874380221,"Start date, Flow"
1998-06-30,"Rotorua District","All sectors","geomean_rent",159.344739765506,"Start date, Flow"
1998-06-30,"Waikato District","All sectors","geomean_rent",145.870216938906,"Start date, Flow"
1998-06-30,"Kawerau District","All sectors","geomean_rent",124.849602176958,"Start date, Flow"
1998-06-30,"Otorohanga District","All sectors","geomean_rent",139.47043418658,"Start date, Flow"
1998-06-30,"Hastings District","All sectors","geomean_rent",150.634238981162,"Start date, Flow"
1998-06-30,"Wairoa District","All sectors","geomean_rent",106.555579895686,"Start date, Flow"
1998-06-30,"Marlborough District","All sectors","geomean_rent",145.81622895673,"Start date, Flow"
1998-06-30,"Taupo District","All sectors","geomean_rent",159.756913555418,"Start date, Flow"
1998-06-30,"South Wairarapa District","All sectors","geomean_rent",111.814574536504,"Start date, Flow"
1998-06-30,"Kaipara District","All sectors","geomean_rent",123.181507178344,"Start date, Flow"
